budget,id,original_language,original_title,popularity,release_date,revenue,runtime,vote_average,vote_count
50000000,302699,en,Central Intelligence,45.318703,15/06/2016,216972543,107,6.2,1650
0,9441,en,Stepmom,16.368283,25/12/1998,0,124,6.9,277
50000000,274167,en,Daddy's Home,38.616744,25/12/2015,242786137,96,5.8,854
50000000,224141,en,Into the Woods,65.90161,25/12/2014,212902372,125,5.6,1652
45000000,388,en,Inside Man,45.220386,23/03/2006,184376254,129,7.3,1630
90000000,2112,en,Payback,17.457947,05/02/1999,161626121,100,6.7,548
50000000,10329,en,Congo,10.755847,09/06/1995,152022101,109,5,213
50000000,74465,en,We Bought a Zoo,38.629763,22/12/2011,120081841,124,6.5,909
50000000,13811,en,Knowing,32.693093,19/03/2009,155446362,121,5.9,1486
50000000,6877,en,Failure to Launch,18.806031,10/03/2006,88715192,97,5.5,399
50000000,10320,en,The Ring Two,32.233713,17/03/2005,161451538,110,5.4,632
50000000,50646,en,"Crazy, Stupid, Love.",37.990705,29/07/2011,142851197,118,7,2443
50000000,8920,en,Garfield,17.667826,10/06/2004,200804534,80,5.2,820
60000000,13673,en,Christmas with the Kranks,9.225166,24/11/2004,0,99,5.2,193
50000000,60308,en,Moneyball,46.180421,22/09/2011,110206216,133,7,1381
50000000,6950,en,Outbreak,30.397496,10/03/1995,189859560,127,6.3,513
50000000,225574,en,Non-Stop,83.295796,26/01/2014,222809600,106,6.8,2268
50000000,13836,en,Race to Witch Mountain,23.935053,12/03/2009,106303988,98,5.5,509
54000000,752,en,V for Vendetta,84.630969,15/03/2006,132511035,132,7.7,4442
50000000,6038,en,Shanghai Knights,16.251204,06/02/2003,88323487,115,6,692
50000000,9975,en,Curious George,9.894346,10/02/2006,69834815,86,6.2,106
50000000,11451,en,Herbie Fully Loaded,12.050755,22/06/2005,66002004,101,5.1,542
50000000,12103,en,Don't Say a Word,11.596207,28/09/2001,100020092,113,6,220
50000000,60304,en,Hansel & Gretel: Witch Hunters,53.02787,17/01/2013,224803475,88,5.7,3239
50000000,2251,en,Unfaithful,14.382253,10/05/2002,119137784,124,6.3,276
50000000,46529,en,I Am Number Four,43.450266,18/02/2011,144492830,109,5.9,1567
50000000,231,en,Syriana,16.871194,23/11/2005,94000000,128,6.3,451
50000000,300671,en,13 Hours: The Secret Soldiers of Benghazi,42.526529,13/01/2016,69411370,144,7,938
50000000,228326,en,The Book of Life,34.890999,01/10/2014,97437106,95,7.3,755
45000000,9754,en,Firewall,18.186026,10/02/2006,82800000,105,5.6,267
50000000,66,en,Absolute Power,13.576765,14/02/1997,50068310,121,6.4,223
50000000,4421,en,G.I. Jane,19.434672,22/08/1997,48169156,125,6,395
50000000,2649,en,The Game,62.925175,12/09/1997,109423648,129,7.5,1506
50000000,588,en,Silent Hill,32.927994,21/04/2006,97607453,125,6.3,1067
0,10393,en,The Replacements,14.837288,07/08/2000,0,118,6.1,203
50000000,71552,en,American Reunion,39.920035,04/04/2012,234989584,113,6.1,1611
50000000,9631,en,The Negotiator,28.725621,29/07/1998,44547681,140,6.8,582
50000000,216282,en,Into the Storm,20.566554,06/08/2014,160602194,89,5.8,817
50000000,306,en,Beverly Hills Cop III,20.333953,24/05/1994,119208989,104,5.5,434
50000000,928,en,Gremlins 2: The New Batch,33.98637,15/06/1990,41482207,106,6.2,652
50000000,205587,en,The Judge,42.472324,08/10/2014,83719388,141,7.2,1417
50000000,6623,en,The Peacemaker,15.931084,26/09/1997,0,124,5.8,255
45000000,1577,en,Resident Evil: Apocalypse,29.880122,10/09/2004,129394835,94,6.1,1267
50000000,9801,en,Bridget Jones: The Edge of Reason,28.803802,10/11/2004,40203020,108,6.1,750
50000000,2116,en,Out of Time,14.993459,03/10/2003,55495563,105,6.1,298
50000000,9624,en,On Deadly Ground,9.114168,18/02/1994,49000000,102,4.5,104
50000000,14199,en,The Adventures of Sharkboy and Lavagirl,12.31101,10/06/2005,69425966,92,4.4,269
40000000,1907,en,The Beach,41.362082,11/02/2000,144056873,119,6.3,1233
50000000,4599,en,Raising Helen,13.298205,27/05/2004,49718611,119,5.9,189
40000000,22832,en,Ninja Assassin,19.085403,29/09/2009,60462347,99,6.2,371
50000000,10390,en,For Love of the Game,9.622345,17/09/1999,0,137,6.3,88
50000000,9879,en,Striptease,11.106006,28/06/1996,113309743,115,4.4,205
50000000,38579,en,Marmaduke,12.25622,04/06/2010,83761844,87,5,149
50000000,44603,en,Hereafter,13.365715,15/10/2010,105197635,129,5.8,510
50000000,11892,en,Murder by Numbers,16.167093,19/04/2002,56714147,120,6,268
50000000,9691,en,Assassins,23.073933,06/10/1995,30303072,132,6,387
50000000,1248,en,Hannibal Rising,6.567065,06/02/2007,82169884,121,6,654
50000000,12220,en,The Story of Us,6.22577,13/10/1999,58900031,95,5.9,75
44000000,72710,en,The Host,42.933027,22/03/2013,63327201,125,6,1817
50000000,10782,en,Basic,19.226763,18/04/2003,42792561,98,6.2,286
50000000,9573,en,Blood Work,10.089065,04/08/2002,26199517,110,6.1,206
50000000,4959,en,The International,13.391833,03/02/2009,60161391,118,6,368
50000000,10061,en,Escape from L.A.,21.637234,09/08/1996,42277365,97,5.6,373
70000000,10386,en,The Iron Giant,61.245957,06/08/1999,23159305,86,7.6,1436
50000000,421,en,The Life Aquatic with Steve Zissou,25.237969,10/12/2004,34808403,119,7.1,775
50000000,316152,en,Free State of Jones,21.589393,24/06/2016,25035950,139,6.6,428
50000000,11615,en,The Life of David Gale,22.442241,21/02/2003,38955598,130,7.3,480
40000000,13498,en,Man of the House,6.004422,25/02/2005,0,100,5.4,120
50000000,241554,en,Run All Night,74.64653,11/03/2015,71561644,114,6.3,1148
51500000,2252,en,Eastern Promises,35.481169,14/09/2007,55112356,100,7.2,848
50000000,11968,en,Into the Blue,14.723467,30/09/2005,44434439,110,5.8,458
60000000,10047,fr,Joan of Arc,21.084542,18/10/1999,66976317,148,6.2,367
49900000,38319,en,Your Highness,21.408222,08/04/2011,26121638,102,5.2,501
50000000,69668,en,Dream House,19.267479,30/09/2011,38502340,84,5.8,391
50000000,9770,en,Mad City,3.314004,07/11/1997,10541523,114,5.9,81
50000000,11212,en,Baby's Day Out,21.312186,01/07/1994,16671505,99,5.8,274
50000000,10533,en,The Scarlet Letter,7.44268,13/10/1995,10382407,135,5.5,108
22000000,38363,en,Fair Game,12.54949,20/05/2010,24188922,108,6.5,235
50000000,9923,en,Domino,18.394571,22/09/2005,22944502,127,6,444
50000000,11863,en,Jade,8.189406,13/10/1995,9851610,95,5.2,44
50000000,18501,en,Gamer,27.631262,03/09/2009,40828540,95,5.6,760
60000000,109491,en,Beautiful Creatures,40.721373,13/02/2013,60052138,124,5.6,984
55000000,9275,en,Death to Smoochy,11.329727,28/03/2002,0,109,5.9,132
50000000,329833,en,Zoolander 2,37.253774,06/02/2016,55969000,100,4.7,797
50000000,12634,en,The Big Bounce,6.397388,30/01/2004,6808550,88,5,76
60000000,10416,en,What Planet Are You From?,2.275331,03/03/2000,0,105,5.4,37
50000000,47327,en,Drive Angry,30.387148,24/02/2011,28931401,105,5.3,600
50000000,15268,en,Street Fighter: The Legend of Chun-Li,8.139676,27/02/2009,12764201,97,3.9,112
49000000,10796,en,The One,21.746245,02/11/2001,72700000,87,5.7,437
49000000,9548,en,The Adventures of Ford Fairlane,2.808428,11/07/1990,20423389,104,6.2,71
50000000,18947,en,The Boat That Rocked,31.02233,01/04/2009,36348784,116,7.2,666
48000000,1900,en,Traffic,25.170217,27/12/2000,207515725,147,6.9,562
48000000,89,en,Indiana Jones and the Last Crusade,80.972475,24/05/1989,474171806,127,7.6,3152
0,96724,en,Anna Karenina,26.38704,06/09/2012,68929150,130,6.5,639
49000000,198184,en,Chappie,116.700319,04/03/2015,104399548,120,6.6,3062
73000000,9481,en,The Bone Collector,33.884459,04/11/1999,151493655,118,6.5,826
48000000,4547,en,Panic Room,53.043124,29/03/2002,196397415,111,6.5,1267
0,53953,de,The Tooth Fairy,0.716764,08/08/2006,0,0,4.3,13
75000000,6415,en,Three Kings,34.973086,27/09/1999,108000000,114,6.6,692
50000000,181283,en,Child 44,40.371098,15/03/2015,3324330,137,6.1,547
48000000,9896,en,Rat Race,18.60049,30/07/2001,85498534,112,6,518
48000000,167,en,K-PAX,30.920075,22/10/2001,50315140,120,7.1,695
0,11232,en,Kate & Leopold,11.940711,25/12/2001,0,118,6,418
48000000,1636,en,Bedazzled,19.348007,19/10/2000,90383208,93,5.6,512
58000000,2148,en,The Cotton Club,8.59075,14/12/1984,25928721,127,6.6,68
55000000,5176,en,3:10 to Yuma,48.801089,06/09/2007,70016220,122,6.9,1188
48000000,260346,en,Taken 3,88.844777,16/12/2014,325771424,109,6.1,2200
48000000,1389,en,Out of Sight,16.000178,26/06/1998,77745568,123,6.5,333
47000000,9894,en,The Cable Guy,19.525659,10/06/1996,102825796,96,5.7,594
0,7504,hi,1947: Earth,1.246883,16/09/1998,528972,101,6.6,9
47000000,8592,en,Dick Tracy,7.859226,15/06/1990,103738726,103,5.9,251
48000000,913,en,The Thomas Crown Affair,18.102572,06/08/1999,124305181,113,6.6,339
48000000,11091,en,Riding in Cars with Boys,7.226115,19/10/2001,35743308,132,6.5,103
15000000,1368,en,First Blood,63.071046,22/10/1982,125212904,93,7.2,1488
0,593,ru,Солярис,24.132271,20/03/1972,0,167,7.7,357
47000000,5393,en,Happily N'Ever After,10.410933,14/09/2006,38085778,75,4.6,104
47000000,9095,en,Mary Reilly,6.067212,23/02/1996,12379402,104,5.7,74
38000000,8874,en,My Best Friend's Wedding,15.401855,19/06/1997,299288605,105,6.3,584
0,11467,en,America's Sweethearts,10.698929,17/07/2001,0,102,5.5,252
46000000,320,en,Insomnia,41.322708,24/05/2002,113714830,118,6.8,1148
46000000,199,en,Star Trek: First Contact,25.6713,21/11/1996,150000000,111,7,661
47000000,20533,en,Jonah Hex,22.581313,18/06/2010,10539000,80,4.4,420
46000000,10684,en,Courage Under Fire,12.971122,04/07/1996,100860818,117,6.2,232
45000000,1624,en,Liar Liar,26.721386,21/03/1997,181000000,86,6.4,1424
25000000,325789,en,The Infiltrator,24.672234,13/07/2016,15436808,127,6.6,573
46000000,113464,en,Inchon,0.146783,04/05/1981,5200000,140,6.5,2
46000000,888,en,The Flintstones,28.964162,26/05/1994,341631208,91,5,543
45000000,82675,en,Taken 2,49.353524,27/09/2012,376141306,91,6.1,2757
48000000,4256,en,Scary Movie 3,36.585509,24/10/2003,220673217,84,5.8,912
45000000,1493,en,Miss Congeniality,32.624355,14/12/2000,212000000,111,6.1,961
45000000,88751,en,Journey to the Center of the Earth,53.090422,10/07/2008,101702060,93,5.8,1309
40000000,11130,en,The Princess Diaries 2: Royal Engagement,30.002907,06/08/2004,95149435,113,6,697
45000000,9944,en,The Pelican Brief,17.923254,16/12/1993,195268056,141,6.3,371
45000000,10731,en,The Client,17.746719,20/07/1994,117615211,119,6.4,278
45000000,7350,en,The Bucket List,31.305336,25/12/2007,175372502,97,7,1111
45000000,9869,en,Patriot Games,19.637704,04/06/1992,178051587,117,6.3,433
43000000,4379,en,Monster-in-Law,10.411996,13/05/2005,154749918,101,5.6,406
46000000,146233,en,Prisoners,88.496873,18/09/2013,122126687,153,7.9,3085
45000000,2034,en,Training Day,52.081131,05/10/2001,104876233,122,7.3,1634
45000000,926,en,Galaxy Quest,30.816341,23/12/1999,90683916,102,6.9,710
45000000,4248,en,Scary Movie 2,35.376971,04/07/2001,141220678,83,5.4,982
45000000,64328,en,The Muppets,17.047276,22/11/2011,165184237,103,6.5,501
45000000,36647,en,Blade,43.815492,21/08/1998,131183530,120,6.5,1905
30000000,7214,en,Coach Carter,23.234651,14/01/2005,76669806,136,7.3,496
45000000,1537,en,Changing Lanes,17.270539,07/04/2002,94935764,89,5.9,299
45000000,9360,en,Anaconda,27.684779,11/04/1997,136885767,89,4.7,610
45000000,6282,en,Coyote Ugly,26.79781,30/07/2000,113916474,100,5.8,575
40000000,508,en,Love Actually,37.073127,07/09/2003,244931766,135,7,1869
120000000,9487,en,A Bug's Life,87.350802,25/11/1998,363258859,95,6.8,2303
35000000,768,en,From Hell,26.134678,19/10/2001,74558115,122,6.6,741
45000000,2636,en,The Specialist,16.582709,07/10/1994,170362582,110,5.5,313
45000000,10478,en,Tin Cup,10.731574,16/08/1996,53854588,135,5.9,150
0,27983,en,"Yours, Mine and Ours",2.094151,24/04/1968,0,111,6.2,26
45000000,9981,en,Kicking & Screaming,8.99269,13/05/2005,56070433,95,5.6,176
50000000,7453,en,The Hitchhiker's Guide to the Galaxy,51.742065,15/01/2005,104478416,109,6.6,1315
0,15045,en,Fat Albert,7.157635,12/12/2004,0,93,4.3,69
45000000,7737,en,Resident Evil: Extinction,12.06538,20/09/2007,148412065,94,6.1,1292
40000000,232672,en,Blended,44.120328,21/05/2014,123494610,117,6.6,1006
45000000,17379,en,Last Holiday,6.156015,13/01/2006,38399961,112,6.4,119
45000000,8987,en,The River Wild,12.362876,30/09/1994,0,111,6.1,210
45000000,11359,en,The Indian in the Cupboard,11.095914,14/07/1995,0,96,5.9,134
45000000,82525,en,Savages,31.856589,06/07/2012,82966152,131,6.2,766
25000000,9759,en,Cellular,24.459948,06/09/2004,56422687,94,6.1,537
40000000,9486,en,Johnny English,28.029015,06/04/2003,160583018,88,6,852
50000000,9906,en,The Ant Bully,20.239061,27/07/2006,55181129,88,5.5,366
40000000,841,en,Dune,25.876582,14/12/1984,30925690,137,6.5,562
0,4688,en,Across the Universe,11.872841,14/09/2007,0,133,7.1,410
35000000,4148,en,Revolutionary Road,20.360549,19/12/2008,75225693,119,6.7,796
55000000,2207,en,16 Blocks,32.31022,01/03/2006,65664721,105,6.2,661
70000000,9381,en,Babylon A.D.,27.568194,20/08/2008,72108608,101,5.4,676
45000000,9625,en,The Glimmer Man,6.250282,04/10/1996,0,92,4.7,100
45000000,9304,en,Multiplicity,11.120344,19/07/1996,0,117,5.5,154
45000000,20856,en,Aliens in the Attic,13.707183,31/07/2009,57881056,86,5.3,244
35000000,5955,en,The Pledge,12.495436,09/01/2001,29400000,123,6.5,215
45000000,9899,en,The Producers,6.803965,25/12/2005,38058335,134,6.1,151
45000000,9826,en,The Phantom,9.025236,06/06/1996,17300889,100,4.7,136
57000000,21355,en,All the Pretty Horses,7.524671,11/12/2000,0,117,5.8,60
44000000,10858,en,Nixon,3.770161,22/12/1995,13681765,192,7.1,71
45000000,11439,en,The Ghost Writer,21.118196,12/02/2010,60222298,128,6.7,670
45000000,9457,en,Deep Rising,6.513856,30/01/1998,11203026,106,6,154
45000000,12412,en,Miracle at St. Anna,11.387408,15/09/2008,9323833,160,6.3,90
110,1494,zh,滿城盡帶黃金甲,9.950505,21/12/2006,0,114,6.6,203
45000000,13184,en,Bangkok Dangerous,14.813057,21/08/2008,42487390,99,5,332
40000000,2185,en,Big Trouble,5.201688,05/04/2002,8493890,85,6.3,80
45000000,6639,en,Love in the Time of Cholera,5.361699,04/10/2007,4607608,139,6.4,81
45000000,38153,en,Shadow Conspiracy,3.848893,31/01/1997,2154540,103,4,11
45000000,58233,en,Johnny English Reborn,35.6585,15/09/2011,160078586,101,6,1007
65000000,116977,en,Foodfight!,5.258726,15/06/2012,73706,87,2.3,28
44500000,68734,en,Argo,62.01056,11/10/2012,232324128,120,7.1,3423
44000000,5503,en,The Fugitive,54.884297,06/08/1993,368875760,130,7.2,1220
40000000,27573,en,The Bounty Hunter,33.747825,16/03/2010,136000000,110,5.5,858
44000000,819,en,Sleepers,16.245068,18/10/1996,165615285,147,7.3,715
44000000,1369,en,Rambo: First Blood Part II,38.653969,21/05/1985,300400432,96,6.3,864
44000000,9623,en,The Juror,3.937352,02/02/1996,0,118,5.5,89
2600000,10895,en,Pinocchio,46.007991,23/02/1940,84300000,88,6.9,1355
44000000,10935,en,Heaven's Gate,5.380124,19/11/1980,3484331,219,6.4,55
50000000,834,en,Underworld: Evolution,49.020045,12/01/2006,111340801,106,6.4,1528
40000000,228066,en,Victor Frankenstein,24.821138,10/11/2015,34227298,109,5.6,685
43000000,711,en,Finding Forrester,19.043286,21/12/2000,80049764,136,7,302
43000000,10468,en,28 Days,5.418921,06/04/2000,0,103,6,208
45000000,10027,en,Unleashed,25.999888,02/02/2005,50871113,103,6.6,518
43000000,11812,en,The Sweetest Thing,18.65632,12/04/2002,68696770,84,5.3,280
42000000,37233,en,The Firm,23.736535,30/06/1993,270248367,154,6.6,501
44000000,37950,en,Charlie St. Cloud,21.75433,01/05/2010,48190704,99,6.8,566
40000000,27582,en,The Mechanic,44.094856,13/01/2011,51070807,93,6.3,1045
42000000,64688,en,21 Jump Street,62.714026,12/03/2012,201585328,109,6.7,4074
42000000,509,en,Notting Hill,28.969151,13/05/1999,363889678,124,7,1262
45000000,7443,en,Chicken Run,31.789029,21/06/2000,224834564,84,6.5,1150
42000000,5966,en,Along Came Polly,33.238296,16/01/2004,171963386,90,5.8,773
40000000,11066,en,Boomerang,6.420434,30/06/1992,70100000,117,5.4,134
43000000,136795,en,The Heat,37.654688,27/06/2013,158674180,117,6.5,1575
31115000,8095,en,Cleopatra,13.244365,12/06/1963,71000000,248,6.7,146
0,87826,en,Here Comes the Boom,26.799913,11/10/2012,73100172,105,6,593
42000000,11560,en,High Crimes,14.046705,03/04/2002,63781810,115,6.1,184
42000000,25189,en,The Mirror Has Two Faces,3.844926,15/11/1996,0,126,6.5,47
32000000,2637,en,The Mothman Prophecies,14.733513,25/01/2002,55157539,119,6.1,305
42000000,18480,en,Brüno,16.122168,08/07/2009,0,83,5.4,518
32000000,709,en,Licence to Kill,28.22119,07/07/1989,156167015,133,5.9,541
42000000,49730,en,Red Riding Hood,45.151657,11/03/2011,89162162,100,5.6,922
60000000,2749,en,15 Minutes,15.205371,01/03/2001,56359980,120,5.7,191
48000000,9607,en,Super Mario Bros.,14.587367,28/05/1993,20915465,104,4,232
42000000,1830,en,Lord of War,34.828241,16/09/2005,24127895,122,7,1335
31000000,79,zh,英雄,23.607392,19/12/2002,177394432,99,7.2,635
40000000,54054,en,One for the Money,19.438503,26/01/2012,36893721,91,5.3,388
44000000,228967,en,The Interview,74.168016,25/12/2014,12342632,112,6.1,2304
42000000,46528,en,The Warrior's Way,7.349497,02/12/2010,11087569,100,6.3,136
33000000,27936,fr,Micmacs à tire-larigot,7.663515,28/10/2009,14000000,100,6.8,148
41000000,65,en,8 Mile,32.798571,08/11/2002,215000000,110,6.8,1626
0,280391,fr,Pourquoi j'ai pas mangé mon père,5.794466,08/04/2015,0,100,5.3,125
65000000,9476,en,A Knight's Tale,36.670399,11/05/2001,117487473,132,6.6,907
41000000,10610,en,The Medallion,14.653718,15/08/2003,0,88,5.3,281
40000000,745,en,The Sixth Sense,73.085576,06/08/1999,672806292,107,7.7,3147
42000000,49527,en,Man on a Ledge,34.041407,13/01/2012,46221189,102,6.2,925
41000000,73937,en,The Big Year,9.419726,13/10/2011,7448385,100,5.6,248
8000000,1885,en,The Karate Kid,28.456572,22/06/1984,90815558,126,6.9,891
40000000,168672,en,American Hustle,49.664128,12/12/2013,251171807,138,6.8,2807
40000000,18240,en,The Proposal,36.238968,01/06/2009,317375031,108,6.7,1804
70000000,10398,en,Double Jeopardy,19.439386,24/09/1999,177841558,105,6.2,278
40000000,165,en,Back to the Future Part II,43.345252,20/11/1989,332000000,108,7.4,3829
40000000,240832,en,Lucy,115.241998,14/07/2014,126546825,89,6.3,5878
40000000,216015,en,Fifty Shades of Grey,98.755657,11/02/2015,571006128,125,5.2,3254
38000000,12279,en,Spy Kids 3-D: Game Over,21.998734,25/07/2003,197011982,84,4.7,511
40000000,1645,en,A Time to Kill,25.219805,24/07/1996,152266007,149,7,509
40000000,11007,en,Cheaper by the Dozen,26.516624,24/12/2003,190212113,98,6,699
40000000,193756,en,Lone Survivor,37.084384,24/12/2013,149295601,121,7.4,1526
40000000,11287,en,A League of Their Own,21.661028,01/07/1992,107458785,128,6.7,354
40000000,259693,en,The Conjuring 2,68.794673,13/05/2016,320170008,134,7,1949
40000000,37799,en,The Social Network,69.27822,30/09/2010,224920315,120,7.1,3391
40000000,10184,en,He's Just Not That Into You,26.253357,06/02/2009,177259441,129,6.2,959
45000000,4257,en,Scary Movie 4,32.549282,13/04/2006,178262620,83,5.3,750
40000000,4234,en,Scream 3,24.992057,03/02/2000,161834276,116,5.7,736
40000000,196,en,Back to the Future Part III,45.769562,25/05/1990,244527583,118,7.1,2900
40000000,257091,en,Get Hard,36.301202,26/03/2015,111811453,100,5.9,944
40000000,6114,en,Dracula,45.022964,13/11/1992,215862692,128,7.1,1056
40000000,24803,en,Julie & Julia,22.853006,06/08/2009,129540499,123,6.6,560
40000000,109410,en,42,31.884559,12/04/2013,95020213,128,6.8,787
40000000,1213,en,The Talented Mr. Ripley,31.385257,25/12/1999,128798265,139,7,767
40000000,100042,en,Dumb and Dumber To,67.767785,12/11/2014,169837010,110,5.4,1127
40000000,9036,en,Eight Below,24.287306,17/02/2006,120455994,120,6.7,542
35000000,257211,en,The Intern,53.114573,24/09/2015,194564672,121,7.1,1881
40000000,323675,en,Ride Along 2,25.136082,14/01/2016,124827316,102,6.1,555
40000000,9361,en,The Last of the Mohicans,37.776566,25/09/1992,75505856,112,7.1,732
40000000,1677,en,Ray,21.743321,29/10/2004,124731534,152,7.2,467
40000000,187,en,Sin City,66.003433,01/04/2005,158733820,124,7.2,2691
40000000,7461,en,Vantage Point,24.862767,01/02/2008,151161491,90,6.2,716
41000000,16538,en,"I Love You, Man",25.391899,20/03/2009,91636986,105,6.5,515
40000000,9889,en,Shallow Hal,29.854773,01/11/2001,141069860,114,5.7,731
40000000,820,en,JFK,26.82041,20/12/1991,205405498,189,7.5,502
40000000,11565,en,Big Momma's House 2,17.61292,26/01/2006,138259062,99,5.4,371
57000000,6073,en,The Mexican,21.021809,01/03/2001,147845033,123,5.8,441
20000000,16996,en,17 Again,52.571674,11/03/2009,136267476,102,6.1,1350
40000000,193610,en,The Other Woman,34.519636,16/04/2014,196781193,109,6.2,1437
40000000,19912,en,The Final Destination,32.478077,26/08/2009,186167139,82,5.4,831
40000000,296098,en,Bridge of Spies,48.445978,15/10/2015,165478348,141,7.2,2583
40000000,8007,en,Behind Enemy Lines,24.012986,17/11/2001,91753202,106,6,457
40000000,32823,en,Get Him to the Greek,17.869443,04/06/2010,90029656,109,5.9,612
50000000,4380,en,Shall We Dance?,14.231899,15/10/2004,170128460,107,5.9,297
40000000,11551,en,Small Soldiers,23.088571,10/07/1998,54682547,110,6.2,511
40000000,10336,en,Spawn,19.833664,31/07/1997,87840042,96,5,336
35000000,11362,en,The Count of Monte Cristo,26.595983,23/01/2002,75395048,131,7.3,453
40000000,50348,en,The Lincoln Lawyer,26.072228,17/03/2011,85412898,119,7,902
30000000,48138,en,Unknown,38.643914,16/02/2011,130786397,113,6.5,1265
40000000,1124,en,The Prestige,74.440708,19/10/2006,109676311,130,8,4391
42000000,227159,en,Horrible Bosses 2,82.185281,26/11/2014,107670357,108,6.1,1536
40000000,68179,en,Escape from Planet Earth,18.14218,14/02/2013,74597643,89,5.7,332
40000000,1579,en,Apocalypto,41.570047,07/12/2006,120175290,139,7.3,1221
40000000,708,en,The Living Daylights,23.331459,29/06/1987,191185897,130,6.2,440
40000000,34851,en,Predators,47.649554,03/07/2010,126248813,107,6,1206
0,9930,en,Legal Eagles,7.519433,18/06/1986,0,116,5.8,51
40000000,1586,en,Secret Window,32.908414,12/03/2004,92913171,96,6.4,972
40000000,2044,en,The Lake House,29.88736,16/06/2006,114830111,99,6.5,670
43000000,9913,en,The Skeleton Key,29.105407,29/07/2005,91974818,104,6.4,573
0,71864,en,The Odd Life of Timothy Green,16.394452,15/08/2012,51854875,105,6.5,386
40000000,10761,en,Made of Honor,19.574774,02/05/2008,84601681,101,6,394
40000000,209451,en,Jersey Boys,14.199933,05/06/2014,67347013,134,6.8,255
40000000,11975,en,The Rainmaker,12.229516,18/11/1997,45916769,135,6.7,235
40000000,4970,en,Gothika,27.303608,21/11/2003,141591324,98,5.8,629
36000000,11831,en,Amistad,3.698276,03/12/1997,74000000,155,6.8,316
40000000,9096,en,Medicine Man,7.021871,07/02/1992,0,106,5.8,114
40000000,440,en,Aliens vs Predator: Requiem,39.381913,25/12/2007,41797066,94,4.9,740
40000000,11011,en,Ri¢hie Ri¢h,14.398356,19/12/1994,0,95,5.4,415
65000000,10641,en,Autumn in New York,8.680334,11/08/2000,0,103,5.7,135
40000000,11172,en,Music and Lyrics,17.659032,09/02/2007,145896422,96,6.2,554
40000000,39513,en,Paul,43.151268,14/02/2011,97552050,104,6.5,1789
40000000,82687,en,The Guilt Trip,15.283444,19/12/2012,41863726,95,5.4,284
40000000,41446,en,Scream 4,35.21926,11/04/2011,97138686,111,6.1,902
40000000,8224,en,8MM,25.580272,26/02/1999,96618699,123,6.1,474
38000000,10537,en,The Doors,10.794175,01/03/1991,34416893,140,6.7,275
40000000,225886,en,Sex Tape,72.641296,17/07/2014,126069509,97,5.3,1695
40000000,10385,en,Hanging Up,3.415534,16/02/2000,36037909,94,5,40
47000000,55779,en,Final Destination 5,38.555482,12/08/2011,157887643,92,5.9,866
0,10154,en,Mickey Blue Eyes,6.786117,16/08/1999,0,102,5.3,140
40000000,10647,en,Pay It Forward,24.313684,12/10/2000,55707411,122,7,432
30000000,11431,en,Fever Pitch,9.965073,06/04/2005,50451307,103,5.9,182
40000000,8457,en,Drillbit Taylor,15.055732,20/03/2008,0,102,5.5,275
0,188161,en,A Million Ways to Die in the West,32.808675,22/05/2014,0,116,5.8,1468
25000000,8850,en,The Shadow,8.178203,01/07/1994,48063435,108,5.4,138
40000000,64685,en,Extremely Loud & Incredibly Close,31.066874,24/12/2011,55247881,129,6.9,708
40000000,38357,en,Morning Glory,22.491388,12/01/2010,58785180,102,6.1,412
40000000,10060,en,Get Rich or Die Tryin',12.885985,09/11/2005,46442528,117,6.3,186
40000000,11398,en,The Art of War,7.832337,23/08/2000,30199105,117,5.6,135
40000000,1833,en,Rent,10.433667,23/11/2005,31670620,135,6.7,155
40000000,10391,en,Bless the Child,3.321949,11/08/2000,0,107,4.9,71
75000000,8970,en,The Out-of-Towners,4.842626,02/04/1999,29000000,90,5,45
40000000,9306,en,The Island of Dr. Moreau,13.210898,23/08/1996,49627779,96,4.6,147
40000000,11370,en,The Musketeer,3.296933,07/09/2001,27053815,104,5.2,56
35000000,12184,en,The Other Boleyn Girl,22.939557,28/02/2008,0,115,6.4,477
40000000,1921,en,Sweet November,19.372805,16/02/2001,65754228,119,6.4,278
40000000,1683,en,The Reaping,13.445697,05/04/2007,62771059,99,5.4,205
500000,203,en,Mean Streets,17.002096,02/10/1973,3000000,110,7.2,345
40000000,11858,en,Renaissance Man,4.516953,03/06/1994,24332324,128,5.9,81
40000000,62835,en,Colombiana,33.785969,27/07/2011,60965854,108,6.5,824
40000000,18937,en,Quest for Camelot,16.059443,15/05/1998,38172500,86,6.9,190
40000000,13536,en,City By The Sea,3.476966,06/09/2002,22433915,108,5.7,92
0,15556,en,At First Sight,5.778724,15/01/1999,0,128,5.9,48
40000000,10718,en,Torque,7.360793,16/01/2004,46546197,84,4.7,119
0,11062,en,City Hall,3.621837,16/02/1996,0,111,6,67
45000000,10802,en,Showgirls,14.513305,22/09/1995,20350754,128,4.9,256
40000000,1887,en,Marie Antoinette,22.364549,24/05/2006,60474340,123,6.5,642
40000000,6071,en,Kiss of Death,6.90894,21/04/1995,0,101,5.7,81
63600000,10461,en,Get Carter,4.494788,06/10/2000,19412993,102,4.8,145
42000000,80278,en,Lo imposible,47.559928,09/09/2012,180274123,113,7,2025
55000000,12704,en,Ishtar,2.410546,15/05/1987,14375181,107,4.2,28
40000000,10315,en,Fantastic Mr. Fox,41.258956,23/10/2009,46471023,87,7.5,1176
